key,day_of_month,avg_units,avg_values,num_observations
Amazon_CSGP4,24,152.22222222222223,65016.94944444445,9
Amazon_CSGP4,25,145.44444444444446,62122.034444444434,9
Amazon_CSGP4,26,138.22222222222223,59037.287111111116,9
Amazon_CSGP4,27,140.3,59924.7456,10
Amazon_CSGP4,28,156.8,66972.2044,10
Amazon_CSGP4,29,129.5,55311.864199999996,10
Amazon_CSGP4,30,151.1,64537.6277,10
Amazon_CSGP4,31,139.16666666666666,59440.67866666667,6
Amazon_CSGP4F,1,53.55555555555556,26550.847666666665,9
Amazon_CSGP4F,2,67.55555555555556,33491.525555555556,9
Amazon_CSGP4F,3,60.22222222222222,29855.931666666667,9
Amazon_CSGP4F,4,62.888888888888886,31177.965722222223,9
Amazon_CSGP4F,5,66.11111111111111,32775.423177777775,9
Amazon_CSGP4F,6,61.0,30241.524788888888,9
Amazon_CSGP4F,7,62.22222222222222,30847.457877777775,9
Amazon_CSGP4F,8,55.55555555555556,27542.372433333334,9
Amazon_CSGP4F,9,54.666666666666664,27101.695655555555,9
Amazon_CSGP4F,10,59.0,29250.00005,9
Amazon_CSGP4F,11,59.44444444444444,29470.338877777776,9
Amazon_CSGP4F,12,54.0,26771.18627777778,9
Amazon_CSGP4F,13,65.11111111111111,32279.661333333333,9
Amazon_CSGP4F,14,65.55555555555556,32499.99974777778,9
Amazon_CSGP4F,15,64.5,31976.695125,8
Amazon_CSGP4F,16,60.77777777777778,30131.355555555558,9
Amazon_CSGP4F,17,55.125,27328.918999999998,8
Amazon_CSGP4F,18,57.77777777777778,28644.067414444446,9
Amazon_CSGP4F,19,48.888888888888886,24237.287911111114,9
Amazon_CSGP4F,20,45.4,22507.6269,10
Amazon_CSGP4F,21,44.8,22210.169472999998,10
Amazon_CSGP4F,22,46.8,23201.694873,10
Amazon_CSGP4F,23,42.44444444444444,21042.373255555558,9
Amazon_CSGP4F,24,44.666666666666664,22144.06757777778,9
Amazon_CSGP4F,25,39.888888888888886,19775.423755555556,9
Amazon_CSGP4F,26,37.77777777777778,18728.813177777778,9
Amazon_CSGP4F,27,45.7,22656.355564999998,10
Amazon_CSGP4F,28,43.4,21516.101199999997,10
Amazon_CSGP4F,29,53.1,26324.999560000004,10
Amazon_CSGP4F,30,53.0,26275.423700000003,10
Amazon_CSGP4F,31,44.666666666666664,22144.06771666667,6
Amazon_DLPGMS1,1,61.78260869565217,9596.470692041268,23
Amazon_DLPGMS1,2,69.13636363636364,10751.018089984593,22
Amazon_DLPGMS1,3,70.3913043478261,10911.214282092853,23
Amazon_DLPGMS1,4,66.43478260869566,10360.432613411938,23
Amazon_DLPGMS1,5,63.69565217391305,9900.778963890936,23
Amazon_DLPGMS1,6,63.391304347826086,9781.226897641856,23
Amazon_DLPGMS1,7,60.333333333333336,9333.19447118644,24
Amazon_DLPGMS1,8,57.916666666666664,8996.670720056498,24
Amazon_DLPGMS1,9,60.333333333333336,9388.05238072034,24
Amazon_DLPGMS1,10,58.833333333333336,9147.876303298022,24
Amazon_DLPGMS1,11,59.083333333333336,9240.062569682204,24
Amazon_DLPGMS1,12,56.8,8843.886167322034,25
Amazon_DLPGMS1,13,58.88,9244.794188813561,25
Amazon_DLPGMS1,14,56.8,8872.276042576272,25
Amazon_DLPGMS1,15,58.72,9186.138016745763,25
Amazon_DLPGMS1,16,58.36,9016.464786169492,25
Amazon_DLPGMS1,17,56.52,8849.515827322035,25
Amazon_DLPGMS1,18,56.52,8839.89106623729,25
Amazon_DLPGMS1,19,51.8,8042.130774101695,25
Amazon_DLPGMS1,20,53.44,8359.382578284747,25
Amazon_DLPGMS1,21,61.2,9626.331748677965,25
Amazon_DLPGMS1,22,62.791666666666664,9570.432289618644,24
Amazon_DLPGMS1,23,58.458333333333336,8881.053281638418,24
Amazon_DLPGMS1,24,55.583333333333336,8715.780069420904,24
Amazon_DLPGMS1,25,53.208333333333336,8304.391168644068,24
Amazon_DLPGMS1,26,55.26086956521739,8601.497559985262,23
Amazon_DLPGMS1,27,59.0,9175.54479681356,25
Amazon_DLPGMS1,28,61.04,9530.205864996611,25
Amazon_DLPGMS1,29,61.69565217391305,9441.3228014591,23
Amazon_DLPGMS1,30,54.34782608695652,8385.816999683126,23
Amazon_DLPGMS1,31,48.714285714285715,7726.997572033899,14
Amazon_DSPDRSL,1,81.33333333333333,29097.391714759888,24
Amazon_DSPDRSL,2,98.04,35353.80130223729,25
Amazon_DSPDRSL,3,89.4,32024.142861423734,25
Amazon_DSPDRSL,4,89.48,32418.834063322036,25
Amazon_DSPDRSL,5,102.88,37845.77216691526,25
Amazon_DSPDRSL,6,98.8,35647.04117857628,25
Amazon_DSPDRSL,7,96.56,34874.784077966106,25
Amazon_DSPDRSL,8,84.4,30209.994048949153,25
Amazon_DSPDRSL,9,85.48,30406.619018779664,25
Amazon_DSPDRSL,10,86.52,31169.861574983053,25
Amazon_DSPDRSL,11,88.24,31634.191352135596,25
Amazon_DSPDRSL,12,91.92,32241.192383050853,25
Amazon_DSPDRSL,13,77.72,27471.52529569492,25
Amazon_DSPDRSL,14,79.56,28411.144934576274,25
Amazon_DSPDRSL,15,83.0,29919.327296398307,24
Amazon_DSPDRSL,16,89.4,32713.494372711866,25
Amazon_DSPDRSL,17,75.4,27329.38126437288,25
Amazon_DSPDRSL,18,72.16,26277.77803986441,25
Amazon_DSPDRSL,19,69.24,25316.353424881356,25
Amazon_DSPDRSL,20,73.88,27366.5748020678,25
Amazon_DSPDRSL,21,67.12,24852.036223525425,25
Amazon_DSPDRSL,22,72.25,27062.341140607346,24
Amazon_DSPDRSL,23,66.75,24902.54722768362,24
Amazon_DSPDRSL,24,68.66666666666667,25451.617996221754,24
Amazon_DSPDRSL,25,66.29166666666667,24225.78660473164,24
Amazon_DSPDRSL,26,71.52173913043478,25871.30814414149,23
Amazon_DSPDRSL,27,76.68,28455.237806576275,25
Amazon_DSPDRSL,28,73.88,26776.918453559327,25
Amazon_DSPDRSL,29,72.58333333333333,26410.442308333335,24
Amazon_DSPDRSL,30,72.73913043478261,26542.31387332351,23
Amazon_DSPDRSL,31,62.357142857142854,22925.989755084745,14
Amazon_DSPDRSR,1,75.9047619047619,8786.228834019372,21
Amazon_DSPDRSR,2,107.85714285714286,12903.844006618241,21
Amazon_DSPDRSR,3,96.77272727272727,11427.87933894453,22
Amazon_DSPDRSR,4,89.30434782608695,10539.617797089168,23
Amazon_DSPDRSR,5,95.27272727272727,11389.050650963021,22
Amazon_DSPDRSR,6,155.14285714285714,18144.43081065375,21
Amazon_DSPDRSR,7,81.36363636363636,9656.654304429892,22
Amazon_DSPDRSR,8,76.04545454545455,8927.860213636364,22
Amazon_DSPDRSR,9,77.0,8995.807162785557,23
Amazon_DSPDRSR,10,98.27272727272727,11590.331280431432,22
Amazon_DSPDRSR,11,80.13636363636364,9354.795147496148,22
Amazon_DSPDRSR,12,70.76190476190476,8172.4575766747375,21
Amazon_DSPDRSR,13,73.47619047619048,8533.293090960453,21
Amazon_DSPDRSR,14,66.23809523809524,7602.027903954803,21
Amazon_DSPDRSR,15,76.22727272727273,8868.143283975347,22
Amazon_DSPDRSR,16,75.61904761904762,8691.949201291365,21
Amazon_DSPDRSR,17,104.0952380952381,11754.600569652946,21
Amazon_DSPDRSR,18,68.04347826086956,7859.137808474577,23
Amazon_DSPDRSR,19,71.22727272727273,8103.524617981511,22
Amazon_DSPDRSR,20,67.0,7744.370491202582,21
Amazon_DSPDRSR,21,56.57142857142857,6592.530278773205,21
Amazon_DSPDRSR,22,60.42857142857143,7044.551997417272,21
Amazon_DSPDRSR,23,56.5,6609.9904126733445,22
Amazon_DSPDRSR,24,59.333333333333336,6976.289310492332,21
Amazon_DSPDRSR,25,73.23809523809524,8380.629610524617,21
Amazon_DSPDRSR,26,63.63636363636363,7506.400705161787,22
Amazon_DSPDRSR,27,65.81818181818181,7645.666501117104,22
Amazon_DSPDRSR,28,76.0,8825.934103158706,22
Amazon_DSPDRSR,29,75.75,8654.39613423729,20
Amazon_DSPDRSR,30,84.89473684210526,9869.05662600357,19
Amazon_DSPDRSR,31,43.92307692307692,5035.805096675359,13
Amazon_DSPSBSL,1,103.875,36956.84311113701,24
Amazon_DSPSBSL,2,127.12,45648.47928423052,25
Amazon_DSPSBSL,3,129.16,46773.272633728826,25
Amazon_DSPSBSL,4,123.0,44196.88429355933,25
Amazon_DSPSBSL,5,116.48,41869.161952440685,25
Amazon_DSPSBSL,6,118.32,42579.37518828475,25
Amazon_DSPSBSL,7,115.4,41428.415553220344,25
Amazon_DSPSBSL,8,112.95833333333333,41058.78374521187,24
Amazon_DSPSBSL,9,107.72,39599.53652035254,25
Amazon_DSPSBSL,10,119.6,44276.430479586445,25
Amazon_DSPSBSL,11,116.70833333333333,42979.808483947745,24
Amazon_DSPSBSL,12,108.125,39887.327762358764,24
Amazon_DSPSBSL,13,99.12,36562.99090981017,25
Amazon_DSPSBSL,14,107.04,39388.406495586445,25
Amazon_DSPSBSL,15,96.29166666666667,35593.14671929379,24
Amazon_DSPSBSL,16,99.48,36763.594312983056,25
Amazon_DSPSBSL,17,98.79166666666667,36946.16656758475,24
Amazon_DSPSBSL,18,112.45833333333333,42087.08528555085,24
Amazon_DSPSBSL,19,107.08333333333333,40123.79458576271,24
Amazon_DSPSBSL,20,92.64,34271.08776088136,25
Amazon_DSPSBSL,21,99.68,37154.938408203394,25
Amazon_DSPSBSL,22,95.32,35772.07374691526,25
Amazon_DSPSBSL,23,90.20833333333333,33811.73151139831,24
Amazon_DSPSBSL,24,86.16666666666667,32120.63140790961,24
Amazon_DSPSBSL,25,89.79166666666667,33247.11048504238,24
Amazon_DSPSBSL,26,81.08333333333333,29857.415997817803,24
Amazon_DSPSBSL,27,94.6,34311.62075064407,25
Amazon_DSPSBSL,28,96.2,34491.62607925424,25
Amazon_DSPSBSL,29,97.70833333333333,35130.090138326275,24
Amazon_DSPSBSL,30,110.34782608695652,40312.85937170229,23
Amazon_DSPSBSL,31,95.66666666666667,35854.590417536725,15
Amazon_DSPSBSR,1,139.13636363636363,16385.62204857473,22
Amazon_DSPSBSR,2,141.33333333333334,16681.72668393362,24
Amazon_DSPSBSR,3,135.13636363636363,15966.246054391371,22
Amazon_DSPSBSR,4,164.91304347826087,19310.482749145176,23
Amazon_DSPSBSR,5,149.45454545454547,17829.574180154083,22
Amazon_DSPSBSR,6,192.86363636363637,23529.227563097076,22
Amazon_DSPSBSR,7,211.04545454545453,25531.02857534669,22
Amazon_DSPSBSR,8,189.77272727272728,23097.804364946074,22
Amazon_DSPSBSR,9,224.6086956521739,26596.34306889462,23
Amazon_DSPSBSR,10,315.40909090909093,37664.01184802774,22
Amazon_DSPSBSR,11,329.75,39398.79880586158,24
Amazon_DSPSBSR,12,253.56521739130434,30739.83046503316,23
Amazon_DSPSBSR,13,201.0,24502.754252149465,22
Amazon_DSPSBSR,14,203.36363636363637,24394.327674229586,22
Amazon_DSPSBSR,15,194.77272727272728,23342.21866344376,22
Amazon_DSPSBSR,16,136.95652173913044,16692.077327781873,23
Amazon_DSPSBSR,17,121.31818181818181,14690.581794992295,22
Amazon_DSPSBSR,18,244.2173913043478,27808.916707627115,23
Amazon_DSPSBSR,19,108.1304347826087,13047.568123426678,23
Amazon_DSPSBSR,20,110.21739130434783,13443.957346057481,23
Amazon_DSPSBSR,21,154.7826086956522,18585.817804200444,23
Amazon_DSPSBSR,22,154.08695652173913,18461.507095836405,23
Amazon_DSPSBSR,23,135.42857142857142,16259.733620661826,21
Amazon_DSPSBSR,24,149.52380952380952,17598.24460355125,21
Amazon_DSPSBSR,25,153.14285714285714,18074.8484528975,21
Amazon_DSPSBSR,26,180.0952380952381,20924.485416828087,21
Amazon_DSPSBSR,27,191.5909090909091,21983.407322912175,22
Amazon_DSPSBSR,28,187.28571428571428,21458.474593898307,21
Amazon_DSPSBSR,29,164.0,18752.754215407585,21
Amazon_DSPSBSR,30,144.05,16546.716075067798,20
Amazon_DSPSBSR,31,148.15384615384616,17640.54749745763,13
Amazon_ECIA3,1,64.94736842105263,8563.8447723818,19
Amazon_ECIA3,2,63.142857142857146,8331.989565439872,21
Amazon_ECIA3,3,65.36363636363636,8634.834450416025,22
Amazon_ECIA3,4,65.81818181818181,8730.5264798151,22
Amazon_ECIA3,5,62.81818181818182,8291.384535123267,22
Amazon_ECIA3,6,67.77272727272727,9000.861956425271,22
Amazon_ECIA3,7,71.3,9423.186474915256,20
Amazon_ECIA3,8,69.94736842105263,9218.52974954505,19
Amazon_ECIA3,9,68.3157894736842,8983.257957564674,19
Amazon_ECIA3,10,64.75,8518.738746474575,20
Amazon_ECIA3,11,60.285714285714285,7951.304641283294,21
Amazon_ECIA3,12,66.05,8629.40880777966,20
Amazon_ECIA3,13,61.10526315789474,7984.047791008029,19
Amazon_ECIA3,14,55.4,7255.493256635593,20
Amazon_ECIA3,15,58.57142857142857,7694.361751525425,21
Amazon_ECIA3,16,71.0,9335.112948210923,18
Amazon_ECIA3,17,57.42857142857143,7589.170365367232,21
Amazon_ECIA3,18,57.04545454545455,7579.960687704161,22
Amazon_ECIA3,19,61.714285714285715,8199.650009233252,21
Amazon_ECIA3,20,62.666666666666664,8334.206748337368,21
Amazon_ECIA3,21,57.57142857142857,7596.155589943503,21
Amazon_ECIA3,22,62.45,8256.103250491526,20
Amazon_ECIA3,23,57.94736842105263,7625.92221222123,19
Amazon_ECIA3,24,58.8,7711.611903296611,20
Amazon_ECIA3,25,68.38888888888889,8927.281068079095,18
Amazon_ECIA3,26,49.63636363636363,6493.329205084746,22
Amazon_ECIA3,27,55.42857142857143,7279.677122905569,21
Amazon_ECIA3,28,48.04347826086956,6309.927593846721,23
Amazon_ECIA3,29,55.10526315789474,7202.390361793042,19
Amazon_ECIA3,30,46.6,6112.508439474576,20
Amazon_ECIA3,31,59.4,7845.78807101695,10
Amazon_FACB9,1,6.333333333333333,1110.3248311864406,6
Amazon_FACB9,2,22.25,3893.550127118644,4
Amazon_FACB9,3,12.666666666666666,2216.552881355932,6
Amazon_FACB9,4,15.0,2627.323322847458,5
Amazon_FACB9,5,14.166666666666666,2483.136187118644,6
Amazon_FACB9,6,20.75,3631.063601694915,4
Amazon_FACB9,7,22.0,3849.8023728813555,3
Amazon_FACB9,8,21.666666666666668,3791.4720338983047,3
Amazon_FACB9,9,19.333333333333332,3383.159661016949,3
Amazon_FACB9,10,16.75,2931.099533898305,4
Amazon_FACB9,11,30.0,5249.730508474576,3
Amazon_FACB9,12,21.666666666666668,3791.4720338983047,3
Amazon_FACB9,13,13.5,2362.3787288135595,4
Amazon_FACB9,14,13.333333333333334,2333.2135593220337,3
Amazon_FACB9,15,16.0,2799.85627118644,3
Amazon_FACB9,16,12.6,2204.886813559322,5
Amazon_FACB9,17,12.6,2204.886813559322,5
Amazon_FACB9,18,10.4,1819.9065762711864,5
Amazon_FACB9,19,8.8,1539.9209491525423,5
Amazon_FACB9,20,19.666666666666668,3441.4900000000002,3
Amazon_FACB9,21,16.5,2887.3517796610167,4
Amazon_FACB9,22,14.5,2537.369745762712,4
Amazon_FACB9,23,12.666666666666666,2216.552881355932,3
Amazon_FACB9,24,9.25,1624.8120762711865,4
Amazon_FACB9,25,18.5,3237.333813559322,2
Amazon_FACB9,26,11.25,2020.882881355932,4
Amazon_FACB9,27,9.2,1612.3754237288135,5
Amazon_FACB9,28,13.6,2382.335899118644,5
Amazon_FACB9,29,12.5,2190.4602976271185,4
Amazon_FACB9,30,16.333333333333332,2870.4769465536724,3
Amazon_FACB9,31,11.75,2071.5073779661016,4
Amazon_FACT9,1,21.625,3964.439044067796,24
Amazon_FACT9,2,21.84,3986.985949559322,25
Amazon_FACT9,3,22.32,4089.1713533559323,25
Amazon_FACT9,4,23.52,4293.752833016949,25
Amazon_FACT9,5,23.52,4301.127040067797,25
Amazon_FACT9,6,26.125,4769.309930437853,24
Amazon_FACT9,7,22.75,4154.646660028248,24
Amazon_FACT9,8,19.24,3514.3112116881357,25
Amazon_FACT9,9,23.2,4239.722141654237,25
Amazon_FACT9,10,19.64,3580.866366576271,25
Amazon_FACT9,11,20.24,3703.067445288136,25
Amazon_FACT9,12,19.32,3522.4111568813555,25
Amazon_FACT9,13,22.25,4065.102761158192,24
Amazon_FACT9,14,21.52,3937.3798306440676,25
Amazon_FACT9,15,20.68,3777.1138012881356,25
Amazon_FACT9,16,19.72,3607.155982576271,25
Amazon_FACT9,17,20.041666666666668,3664.837669985876,24
Amazon_FACT9,18,22.68,4142.827463389831,25
Amazon_FACT9,19,20.75,3790.838000847458,24
Amazon_FACT9,20,20.25,3703.3425181497173,24
Amazon_FACT9,21,21.833333333333332,3986.556765677966,24
Amazon_FACT9,22,18.76,3438.6729884067795,25
Amazon_FACT9,23,20.52173913043478,3755.703678481945,23
Amazon_FACT9,24,18.958333333333332,3465.0220913841804,24
Amazon_FACT9,25,21.5,3932.8353043079096,24
Amazon_FACT9,26,19.125,3493.163065607345,24
Amazon_FACT9,27,21.2,3883.349138915254,25
Amazon_FACT9,28,22.44,4117.052856542373,25
Amazon_FACT9,29,20.291666666666668,3717.2910508474574,24
Amazon_FACT9,30,20.347826086956523,3735.4233600589537,23
Amazon_FACT9,31,19.533333333333335,3560.725773898305,15
Amazon_FAE2RLB,1,478.42857142857144,88841.75357142858,7
Amazon_FAE2RLB,2,510.14285714285717,94730.93571428572,7
Amazon_FAE2RLB,3,524.7142857142857,97436.77191428571,7
Amazon_FAE2RLB,4,558.4285714285714,103697.34814285715,7
Amazon_FAE2RLB,5,577.1428571428571,107172.49414285715,7
Amazon_FAE2RLB,6,579.2857142857143,107570.41314285714,7
Amazon_FAE2RLB,7,630.5714285714286,117093.907,7
Amazon_FAE2RLB,8,658.1428571428571,122213.782,7
Amazon_FAE2RLB,9,532.875,98952.1779375,8
Amazon_FAE2RLB,10,565.5,105010.47475,8
Amazon_FAE2RLB,11,560.375,104058.79000000001,8
Amazon_FAE2RLB,12,554.625,102991.0425,8
Amazon_FAE2RLB,13,558.0,103617.76237499999,8
Amazon_FAE2RLB,14,558.75,103757.032,8
Amazon_FAE2RLB,15,547.875,101737.602,8
Amazon_FAE2RLB,16,580.125,107726.260875,8
Amazon_FAE2RLB,17,592.125,109954.60175,8
Amazon_FAE2RLB,18,550.25,102178.626375,8
Amazon_FAE2RLB,19,534.0,99161.08375,8
Amazon_FAE2RLB,20,508.125,94356.23125,8
Amazon_FAE2RLB,21,492.875,91524.3795,8
Amazon_FAE2RLB,22,524.5,97396.98075,8
Amazon_FAE2RLB,23,482.57142857142856,89611.05971428573,7
Amazon_FAE2RLB,24,514.8571428571429,95606.35442857143,7
Amazon_FAE2RLB,25,472.7142857142857,87780.64014285714,7
Amazon_FAE2RLB,26,487.2857142857143,90486.47828571429,7
Amazon_FAE2RLB,27,562.75,104499.815,8
Amazon_FAE2RLB,28,563.875,104708.72175,8
Amazon_FAE2RLB,29,537.75,99857.44025,8
Amazon_FAE2RLB,30,494.875,91895.769375,8
Amazon_FAE2RLB,31,428.0,79477.423,5
Amazon_FAE2RRB,1,223.625,41526.02531875,8
Amazon_FAE2RRB,2,230.5,42802.6785875,8
Amazon_FAE2RRB,3,267.625,49696.6025,8
Amazon_FAE2RRB,4,278.625,51739.24675,8
Amazon_FAE2RRB,5,245.625,45611.313375,8
Amazon_FAE2RRB,6,255.125,47375.414,8
Amazon_FAE2RRB,7,227.75,42292.017875,8
Amazon_FAE2RRB,8,212.0,39367.321875,8
Amazon_FAE2RRB,9,195.25,36256.933000000005,8
Amazon_FAE2RRB,10,193.75,35978.389875,8
Amazon_FAE2RRB,11,192.75,35792.694749999995,8
Amazon_FAE2RRB,12,229.375,42593.771,8
Amazon_FAE2RRB,13,242.5,45031.017125,8
Amazon_FAE2RRB,14,247.875,46029.12775,8
Amazon_FAE2RRB,15,224.5,41688.509000000005,8
Amazon_FAE2RRB,16,218.375,40551.127125,8
Amazon_FAE2RRB,17,191.25,35514.152875,8
Amazon_FAE2RRB,18,178.25,33100.11825,8
Amazon_FAE2RRB,19,180.75,33564.355375,8
Amazon_FAE2RRB,20,176.75,32821.5762875,8
Amazon_FAE2RRB,21,194.875,36187.29725,8
Amazon_FAE2RRB,22,196.0,36396.202875,8
Amazon_FAE2RRB,23,203.85714285714286,37855.23557142857,7
Amazon_FAE2RRB,24,211.14285714285714,39208.154285714285,7
Amazon_FAE2RRB,25,202.0,37510.372571428576,7
Amazon_FAE2RRB,26,197.71428571428572,36714.538,7
Amazon_FAE2RRB,27,208.625,38740.602125,8
Amazon_FAE2RRB,28,221.0,41038.57625,8
Amazon_FAE2RRB,29,216.25,40156.525125,8
Amazon_FAE2RRB,30,215.25,39970.829375,8
Amazon_FAE2RRB,31,216.0,40110.101,5
Amazon_FAERLB2,1,117.66666666666667,17462.531,3
Amazon_FAERLB2,2,84.0,12466.169333333333,3
Amazon_FAERLB2,3,82.75,12280.66037,4
Amazon_FAERLB2,4,101.5,15063.288025,4
Amazon_FAERLB2,5,85.0,12614.57605,4
Amazon_FAERLB2,6,87.75,13022.694725,4
Amazon_FAERLB2,7,92.5,13727.627125,4
Amazon_FAERLB2,8,103.25,15323.000399999999,4
Amazon_FAERLB2,9,98.25,14580.966424999999,4
Amazon_FAERLB2,10,93.25,13838.9326,4
Amazon_FAERLB2,11,99.5,14766.4745,4
Amazon_FAERLB2,12,101.25,15026.186,4
Amazon_FAERLB2,13,89.0,13208.203535,4
Amazon_FAERLB2,14,89.25,13245.30485,4
Amazon_FAERLB2,15,108.5,16102.13525,4
Amazon_FAERLB2,16,122.75,18216.932249999998,4
Amazon_FAERLB2,17,106.25,15768.22025,4
Amazon_FAERLB2,18,85.25,12651.678,4
Amazon_FAERLB2,19,83.75,12429.06775,4
Amazon_FAERLB2,20,79.75,11835.4406,4
Amazon_FAERLB2,21,80.25,11909.644250000001,4
Amazon_FAERLB2,22,75.75,11241.8135,4
Amazon_FAERLB2,23,89.33333333333333,13257.672,3
Amazon_FAERLB2,24,94.33333333333333,13999.706,3
Amazon_FAERLB2,25,81.33333333333333,12070.417666666666,3
Amazon_FAERLB2,26,84.66666666666667,12565.107333333333,3
Amazon_FAERLB2,27,93.25,13838.932,4
Amazon_FAERLB2,28,110.5,16398.94875,4
Amazon_FAERLB2,29,116.25,17252.288,4
Amazon_FAERLB2,30,120.5,17883.016750000003,4
Amazon_FAERLB2,31,91.5,13579.22,2
Amazon_FAERRB2,1,97.33333333333333,14444.926533333333,3
Amazon_FAERRB2,2,119.33333333333333,17709.875666666667,3
Amazon_FAERRB2,3,122.33333333333333,18155.096333333335,3
Amazon_FAERRB2,4,117.66666666666667,17462.531333333332,3
Amazon_FAERRB2,5,143.0,21222.169333333335,3
Amazon_FAERRB2,6,122.33333333333333,18155.095666666664,3
Amazon_FAERRB2,7,138.0,20480.135333333335,3
Amazon_FAERRB2,8,140.66666666666666,20875.887666666666,3
Amazon_FAERRB2,9,108.0,16027.932,3
Amazon_FAERRB2,10,110.66666666666667,16423.683999999997,3
Amazon_FAERRB2,11,115.0,17066.779333333336,3
Amazon_FAERRB2,12,99.33333333333333,14741.74,3
Amazon_FAERRB2,13,101.0,14989.085000000001,3
Amazon_FAERRB2,14,110.0,16324.745333333332,3
Amazon_FAERRB2,15,120.33333333333333,17858.282000000003,3
Amazon_FAERRB2,16,110.0,16324.746,3
Amazon_FAERRB2,17,96.33333333333333,14296.519999999999,3
Amazon_FAERRB2,18,87.0,12911.39,3
Amazon_FAERRB2,19,94.66666666666667,14049.175333333333,3
Amazon_FAERRB2,20,68.0,10091.661333333332,3
Amazon_FAERRB2,21,69.66666666666667,10339.005333333333,3
Amazon_FAERRB2,22,80.33333333333333,11922.011666666667,3
Amazon_FAERRB2,23,85.0,12614.576333333333,3
Amazon_FAERRB2,24,96.66666666666667,14345.988333333333,3
Amazon_FAERRB2,25,84.66666666666667,12565.107666666669,3
Amazon_FAERRB2,26,116.0,17215.185999999998,3
Amazon_FAERRB2,27,83.75,12429.06775,4
Amazon_FAERRB2,28,83.25,12354.86425,4
Amazon_FAERRB2,29,90.0,13356.610325,4
Amazon_FAERRB2,30,103.75,15397.204,4
Amazon_FAERRB2,31,98.0,14543.865000000002,2
Amazon_FAHA1E,1,582.7,102253.92015593221,20
Amazon_FAHA1E,2,625.75,109892.28715254238,20
Amazon_FAHA1E,3,705.2,123961.74796186441,20
Amazon_FAHA1E,4,684.2,119845.67791864407,20
Amazon_FAHA1E,5,743.05,130384.25841525423,20
Amazon_FAHA1E,6,672.6,117468.0183940678,20
Amazon_FAHA1E,7,648.85,113144.30127118644,20
Amazon_FAHA1E,8,663.95,116101.14368305085,20
Amazon_FAHA1E,9,666.6,117110.21195338984,20
Amazon_FAHA1E,10,678.15,119208.14529152543,20
Amazon_FAHA1E,11,638.0,112027.11737203391,20
Amazon_FAHA1E,12,649.15,114248.61105084745,20
Amazon_FAHA1E,13,662.25,116520.72944491527,20
Amazon_FAHA1E,14,646.0,113513.26277627118,20
Amazon_FAHA1E,15,622.65,109295.0844779661,20
Amazon_FAHA1E,16,667.25,117468.0190101695,20
Amazon_FAHA1E,17,627.85,110518.66513050848,20
Amazon_FAHA1E,18,595.15,104733.68624915254,20
Amazon_FAHA1E,19,587.4,103365.9533,20
Amazon_FAHA1E,20,561.15,98944.41747457627,20
Amazon_FAHA1E,21,634.3157894736842,112056.02123461195,19
Amazon_FAHA1E,22,621.85,109789.32121440678,20
Amazon_FAHA1E,23,619.8947368421053,109460.1918456735,19
Amazon_FAHA1E,24,632.0,111917.83048617306,19
Amazon_FAHA1E,25,599.4736842105264,106210.43717216772,19
Amazon_FAHA1E,26,604.5263157894736,107262.67834522748,19
Amazon_FAHA1E,27,672.35,119124.91460593222,20
Amazon_FAHA1E,28,691.6,122388.0815338983,20
Amazon_FAHA1E,29,636.7,112945.2329322034,20
Amazon_FAHA1E,30,587.1,103893.65537457626,20
Amazon_FAHA1E,31,456.6666666666667,80575.26417937853,12
Amazon_FAHAM,1,300.8695652173913,18931.835052778188,23
Amazon_FAHAM,2,310.9130434782609,19563.807854753133,23
Amazon_FAHAM,3,281.6521739130435,17722.60518781135,23
Amazon_FAHAM,4,316.8181818181818,19935.381317411404,22
Amazon_FAHAM,5,314.4782608695652,19788.14468828298,23
Amazon_FAHAM,6,302.2608695652174,19019.380964627857,23
Amazon_FAHAM,7,320.0,20135.593197226503,22
Amazon_FAHAM,8,286.95652173913044,18056.374376565953,23
Amazon_FAHAM,9,302.6521739130435,19044.003327192335,23
Amazon_FAHAM,10,295.0,18562.499962417096,23
Amazon_FAHAM,11,335.0,21079.44920633751,23
Amazon_FAHAM,12,337.90909090909093,21262.499929892143,22
Amazon_FAHAM,13,346.3636363636364,21794.49168027735,22
Amazon_FAHAM,14,334.39130434782606,21041.14779734709,23
Amazon_FAHAM,15,341.54545454545456,21491.313614021576,22
Amazon_FAHAM,16,361.72727272727275,22761.228644838215,22
Amazon_FAHAM,17,363.04545454545456,22844.173789676428,22
Amazon_FAHAM,18,380.95454545454544,23971.080362095534,22
Amazon_FAHAM,19,361.0,22715.4663412943,22
Amazon_FAHAM,20,370.77272727272725,23330.402605547,22
Amazon_FAHAM,21,414.9130434782609,26107.87590862196,23
Amazon_FAHAM,22,367.5,23124.470299435034,24
Amazon_FAHAM,23,357.9130434782609,22521.223291820195,23
Amazon_FAHAM,24,362.0,22778.38983127889,22
Amazon_FAHAM,25,335.17391304347825,21090.39248415623,23
Amazon_FAHAM,26,311.6363636363636,19609.321985362098,22
Amazon_FAHAM,27,350.6521739130435,22064.342406779662,23
Amazon_FAHAM,28,361.8695652173913,22770.18239624171,23
Amazon_FAHAM,29,330.82608695652175,20816.810957037585,23
Amazon_FAHAM,30,300.7142857142857,18922.06432918483,21
